Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,Liver cell carcinoma - Malignant neoplasms,C22.0,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,45-54 years,45-54,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,45-54 years,45-54,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,55-64 years,55-64,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,65-74 years,65-74,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,65-74 years,65-74,Male,M,47,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,75-84 years,75-84,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,75-84 years,75-84,Male,M,46,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,85+ years,85+,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,"Liver, unspecified - Malignant neoplasms",C22.9,85+ years,85+,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of gallbladder,C23,55-64 years,55-64,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of gallbladder,C23,65-74 years,65-74,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of gallbladder,C23,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of gallbladder,C23,75-84 years,75-84,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of gallbladder,C23,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Extrahepatic bile duct - Malignant neoplasms,C24.0,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Extrahepatic bile duct - Malignant neoplasms,C24.0,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Biliary tract, unspecified - Malignant neoplasms",C24.9,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,35-44 years,35-44,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,Female,F,59,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,45-54 years,45-54,Male,M,97,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,Female,F,140,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,55-64 years,55-64,Male,M,162,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,Female,F,251,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,Male,M,280,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,Female,F,281,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,Male,M,265,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,Female,F,130,Not Applicable,Not Applicable
,White,2106-3,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,Male,M,61,Not Applicable,Not Applicable
,White,2106-3,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,55-64 years,55-64,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,55-64 years,55-64,Male,M,54,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,Male,M,75,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,Male,M,44,Not Applicable,Not Applicable
,White,2106-3,"Larynx, unspecified - Malignant neoplasms",C32.9,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,Female,F,124,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,35-44 years,35-44,Male,M,113,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,Female,F,372,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,45-54 years,45-54,Male,M,548,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,Female,F,900,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,55-64 years,55-64,Male,M,1600,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,Female,F,1585,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,Male,M,2724,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,Female,F,1207,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,Male,M,2038,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,Female,F,275,Not Applicable,Not Applicable
,White,2106-3,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,Male,M,391,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,35-44 years,35-44,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,35-44 years,35-44,Male,M,44,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,45-54 years,45-54,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,45-54 years,45-54,Male,M,41,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,Female,F,33,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,55-64 years,55-64,Male,M,63,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,Male,M,71,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,Male,M,62,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Skin of scalp and neck - Malignant neoplasms,C44.4,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Skin of scalp and neck - Malignant neoplasms,C44.4,65-74 years,65-74,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Mesothelioma of other sites - Malignant neoplasms,C45.7,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Mesothelioma of other sites - Malignant neoplasms,C45.7,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,65-74 years,65-74,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,75-84 years,75-84,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,"Peritoneum, unspecified - Malignant neoplasms",C48.2,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Peritoneum, unspecified - Malignant neoplasms",C48.2,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,35-44 years,35-44,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,45-54 years,45-54,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,45-54 years,45-54,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,55-64 years,55-64,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,55-64 years,55-64,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,65-74 years,65-74,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,65-74 years,65-74,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,75-84 years,75-84,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,75-84 years,75-84,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,25-34 years,25-34,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,35-44 years,35-44,Female,F,205,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,45-54 years,45-54,Female,F,438,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,55-64 years,55-64,Female,F,563,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,Female,F,702,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,Female,F,603,Not Applicable,Not Applicable
,White,2106-3,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,Female,F,252,Not Applicable,Not Applicable
,White,2106-3,"Vulva, unspecified - Malignant neoplasms",C51.9,65-74 years,65-74,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Vulva, unspecified - Malignant neoplasms",C51.9,75-84 years,75-84,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of vagina,C52,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,25-34 years,25-34,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,35-44 years,35-44,Female,F,53,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,45-54 years,45-54,Female,F,69,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,55-64 years,55-64,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,65-74 years,65-74,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,75-84 years,75-84,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,35-44 years,35-44,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,45-54 years,45-54,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,55-64 years,55-64,Female,F,47,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,Female,F,82,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,Female,F,62,Not Applicable,Not Applicable
,White,2106-3,Endometrium - Malignant neoplasms,C54.1,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,45-54 years,45-54,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,55-64 years,55-64,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,Female,F,65,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,75-84 years,75-84,Female,F,69,Not Applicable,Not Applicable
,White,2106-3,"Malignant neoplasm of uterus, part unspecified",C55,85+ years,85+,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,35-44 years,35-44,Female,F,46,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,45-54 years,45-54,Female,F,131,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,55-64 years,55-64,Female,F,178,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,65-74 years,65-74,Female,F,305,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,75-84 years,75-84,Female,F,248,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of ovary,C56,85+ years,85+,Female,F,85,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,45-54 years,45-54,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,Malignant neoplasm of prostate,C61,55-64 years,55-64,Male,M,125,Not Applicable,Not Applicable
